# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb  8 04:07:54 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,ra,dec,koi_kepmag
2189,5269467,K01672.01,Kepler-925 b,CANDIDATE,33.867778300,1.6670000e-04,-1.6670000e-04,137.5153200,4.110000e-03,-4.110000e-03,3.72000,0.12700,-0.12700,894.8,4.320e+01,-4.320e+01,2.31,0.14,-2.000e-01,23.80,1,1,q1_q17_dr25_tce,4564.00,134.00,-134.00,4.593,0.052,-0.024,0.6910,0.0440,-0.0600,0.6830,290.106540,40.490662,15.810
2194,5526717,K01677.01,Kepler-926 b,CANDIDATE,52.069002000,1.9590000e-04,-1.9590000e-04,178.1552500,2.840000e-03,-2.840000e-03,3.00890,0.08870,-0.08870,558.3,2.330e+01,-2.330e+01,2.92,0.42,-5.200e-01,25.60,1,1,q1_q17_dr25_tce,5565.00,75.00,-83.00,4.251,0.149,-0.108,1.2460,0.1790,-0.2190,1.0080,289.679350,40.700459,14.279
2202,6034945,K01683.01,Kepler-927 b,CANDIDATE,9.115002690,5.0790000e-05,-5.0790000e-05,133.9752300,4.690000e-03,-4.690000e-03,4.55800,0.12100,-0.12100,268.3,1.410e+01,-1.410e+01,1.78,0.56,-2.300e-01,21.70,1,1,q1_q17_dr25_tce,5962.00,160.00,-195.00,4.431,0.070,-0.210,1.0280,0.3200,-0.1370,1.0390,289.383510,41.392689,14.630
2205,6198999,K01687.01,Kepler-928 b,CANDIDATE,3.932460690,1.0360000e-05,-1.0360000e-05,132.5543500,2.350000e-03,-2.350000e-03,2.17630,0.07420,-0.07420,455.5,1.760e+01,-1.760e+01,1.65,0.10,-1.600e-01,30.60,1,1,q1_q17_dr25_tce,4841.00,144.00,-129.00,4.533,0.072,-0.044,0.7790,0.0490,-0.0740,0.7560,289.920720,41.542831,15.320
2206,6310636,K01688.01,Kepler-929 b,CANDIDATE,0.921030497,2.9920000e-06,-2.9920000e-06,132.0317100,2.640000e-03,-2.640000e-03,2.60770,0.07900,-0.07900,101.5,4.300e+00,-4.300e+00,1.62,0.25,-3.500e-01,27.00,1,1,q1_q17_dr25_tce,5843.00,79.00,-79.00,4.069,0.182,-0.084,1.6150,0.2520,-0.3460,1.1150,298.481110,41.615341,14.542
2210,6616218,K01692.01,Kepler-314 c,CANDIDATE,5.960400011,4.3900000e-06,-4.3900000e-06,137.2651710,6.360000e-04,-6.360000e-04,2.86170,0.04410,-0.04410,828.3,7.300e+00,-7.300e+00,2.85,0.33,-1.200e-01,126.10,2,1,q1_q17_dr25_tce,5418.00,98.00,-108.00,4.534,0.024,-0.102,0.8860,0.1040,-0.0370,0.9780,294.674100,42.075581,12.557
2211,6616218,K01692.02,Kepler-314 b,CANDIDATE,2.461069620,1.2800000e-05,-1.2800000e-05,133.3213800,4.310000e-03,-4.310000e-03,2.18400,0.11000,-0.11000,84.2,5.300e+00,-5.300e+00,0.84,0.10,-4.000e-02,18.00,2,2,q1_q17_dr25_tce,5418.00,98.00,-108.00,4.534,0.024,-0.102,0.8860,0.1040,-0.0370,0.9780,294.674100,42.075581,12.557
2214,6803855,K01695.01,Kepler-930 b,CANDIDATE,71.452316700,6.3860000e-04,-6.3860000e-04,148.8081400,6.460000e-03,-6.460000e-03,6.27600,0.21900,-0.21900,216.9,1.530e+01,-1.530e+01,2.19,0.64,-6.300e-01,16.60,1,1,q1_q17_dr25_tce,6148.00,184.00,-220.00,4.132,0.280,-0.172,1.4880,0.4320,-0.4320,1.0940,298.314450,42.247440,13.781
2219,7220429,K01700.01,Kepler-931 b,CANDIDATE,8.037537960,2.2690000e-05,-2.2690000e-05,139.3582000,2.370000e-03,-2.370000e-03,2.91180,0.06800,-0.06800,286.5,1.050e+01,-1.050e+01,1.54,0.20,-1.700e-01,31.10,1,1,q1_q17_dr25_tce,5044.00,151.00,-151.00,4.511,0.085,-0.570,0.8040,0.1030,-0.0930,0.7640,297.132630,42.768250,14.471
2221,7304449,K01702.01,Kepler-1650 b,CANDIDATE,1.538180949,1.6150000e-06,-1.6150000e-06,131.8228230,8.960000e-04,-8.960000e-04,1.26350,0.05380,-0.05380,841.0,2.240e+01,-2.240e+01,1.00,0.23,-1.800e-01,47.70,1,1,q1_q17_dr25_tce,3364.00,74.00,-67.00,4.978,0.070,-0.070,0.2740,0.0620,-0.0500,0.2600,297.729250,42.866920,15.722
2225,7626370,K01706.01,Kepler-932 b,CANDIDATE,1.921437488,2.1960000e-06,-2.1960000e-06,131.8062040,9.610000e-04,-9.610000e-04,1.90460,0.02850,-0.02850,278.7,5.800e+00,-5.800e+00,1.77,0.41,-2.400e-01,56.70,1,1,q1_q17_dr25_tce,5238.00,158.00,-142.00,4.472,0.117,-0.273,0.8510,0.1970,-0.1120,0.7840,296.952060,43.271969,14.131
2226,7703955,K01707.01,Kepler-315 b,CANDIDATE,96.109323000,2.0320000e-03,-2.0320000e-03,187.6990000,1.010000e-02,-1.010000e-02,9.87700,0.78400,-0.78400,982.3,4.830e+01,-4.830e+01,4.01,0.54,-5.400e-01,28.70,2,1,q1_q17_dr25_tce,5792.00,104.00,-104.00,4.375,0.126,-0.103,1.0050,0.1360,-0.1360,0.8750,298.023100,43.363522,15.321
2227,7703955,K01707.02,Kepler-315 c,CANDIDATE,265.478470000,5.2020000e-03,-5.2020000e-03,151.0673000,1.000000e-02,-1.000000e-02,10.28000,1.20000,-1.20000,1040.7,6.660e+01,-6.660e+01,4.20,0.57,-5.700e-01,18.10,2,2,q1_q17_dr25_tce,5792.00,104.00,-104.00,4.375,0.126,-0.103,1.0050,0.1360,-0.1360,0.8750,298.023100,43.363522,15.321
2230,7815744,K01710.01,Kepler-933 b,CANDIDATE,14.204426160,6.2850000e-05,-6.2850000e-05,142.7332000,3.450000e-03,-3.450000e-03,3.89800,0.10400,-0.10400,800.6,3.330e+01,-3.330e+01,1.90,0.30,-1.200e-01,26.70,1,1,q1_q17_dr25_tce,5350.00,193.00,-171.00,4.647,0.030,-0.096,0.6780,0.1050,-0.0450,0.7580,289.568660,43.538609,15.469
2231,7955580,K01711.01,Kepler-934 b,CANDIDATE,55.673582000,2.7220000e-04,-2.7220000e-04,136.5490600,4.060000e-03,-4.060000e-03,3.77800,0.11800,-0.11800,765.1,3.790e+01,-3.790e+01,2.19,0.10,-1.300e-01,22.70,1,1,q1_q17_dr25_tce,4998.00,79.00,-79.00,4.530,0.056,-0.032,0.8080,0.0370,-0.0460,0.8060,290.288450,43.755322,15.061
2233,8230616,K01713.01,Kepler-316 c,CANDIDATE,6.827781570,1.7440000e-05,-1.7440000e-05,131.7883900,2.200000e-03,-2.200000e-03,2.37260,0.06320,-0.06320,545.8,1.850e+01,-1.850e+01,1.34,0.08,-6.000e-02,32.20,2,2,q1_q17_dr25_tce,4198.00,83.00,-83.00,4.689,0.023,-0.028,0.5740,0.0320,-0.0280,0.5870,290.826020,44.184109,15.224
2234,8230616,K01713.02,Kepler-316 b,CANDIDATE,2.240486703,3.6660000e-06,-3.6660000e-06,137.8247700,1.370000e-03,-1.370000e-03,1.39880,0.04480,-0.04480,436.3,1.470e+01,-1.470e+01,1.22,0.07,-6.000e-02,33.80,2,1,q1_q17_dr25_tce,4198.00,83.00,-83.00,4.689,0.023,-0.028,0.5740,0.0320,-0.0280,0.5870,290.826020,44.184109,15.224
2237,9838949,K01716.01,Kepler-935 b,CANDIDATE,4.880844560,1.4570000e-05,-1.4570000e-05,136.1958500,2.530000e-03,-2.530000e-03,2.55740,0.07470,-0.07470,343.0,1.240e+01,-1.240e+01,1.55,0.24,-1.800e-01,32.60,1,1,q1_q17_dr25_tce,4929.00,148.00,-148.00,4.481,0.105,-0.560,0.8610,0.1350,-0.0980,0.8170,295.021670,46.619221,14.925
2238,9895006,K01717.01,Kepler-936 b,CANDIDATE,10.561372170,4.3400000e-05,-4.3400000e-05,133.7639600,3.390000e-03,-3.390000e-03,3.26450,0.09360,-0.09360,238.4,1.250e+01,-1.250e+01,2.43,0.66,-4.500e-01,21.70,1,1,q1_q17_dr25_tce,5610.00,166.00,-166.00,4.316,0.165,-0.182,1.1710,0.3190,-0.2130,1.0340,293.577760,46.736340,14.581
2239,9896558,K01718.01,Kepler-937 b,CANDIDATE,67.669055400,4.0030000e-04,-4.0030000e-04,198.1942700,4.920000e-03,-4.920000e-03,9.55600,0.15500,-0.15500,961.1,2.740e+01,-2.740e+01,3.39,1.01,-5.400e-01,37.20,2,1,q1_q17_dr25_tce,6127.00,192.00,-213.00,4.356,0.128,-0.192,1.0800,0.3200,-0.1720,0.9640,294.168820,46.714611,15.224
2240,9896558,K01718.02,Kepler-937 c,CANDIDATE,153.348739000,4.9140000e-03,-4.9140000e-03,190.5347000,1.590000e-02,-1.590000e-02,12.20500,0.62100,-0.62100,388.0,3.510e+01,-3.510e+01,2.14,0.64,-3.400e-01,12.70,2,2,q1_q17_dr25_tce,6127.00,192.00,-213.00,4.356,0.128,-0.192,1.0800,0.3200,-0.1720,0.9640,294.168820,46.714611,15.224
2243,10019065,K01721.01,Kepler-938 b,CANDIDATE,52.629854200,3.2810000e-04,-3.2810000e-04,155.6106400,5.690000e-03,-5.690000e-03,6.11800,0.16600,-0.16600,675.8,2.910e+01,-2.910e+01,3.68,0.55,-1.360e+00,27.20,1,1,q1_q17_dr25_tce,5339.00,88.00,-72.00,4.096,0.368,-0.092,1.4330,0.2120,-0.5310,0.9330,294.789150,46.983990,15.004
2244,10080248,K01722.01,Kepler-939 b,CANDIDATE,14.878394500,1.3470000e-04,-1.3470000e-04,142.9684100,6.420000e-03,-6.420000e-03,7.49100,0.20200,-0.20200,322.8,1.610e+01,-1.610e+01,1.63,0.49,-1.600e-01,22.90,1,1,q1_q17_dr25_tce,5822.00,157.00,-174.00,4.557,0.036,-0.204,0.8370,0.2510,-0.0840,0.9200,293.865600,47.026829,15.534
2245,10213902,K01723.01,Kepler-940 b,CANDIDATE,59.622262700,3.0770000e-04,-3.0770000e-04,138.1380500,4.220000e-03,-4.220000e-03,6.88800,0.15900,-0.15900,993.4,3.550e+01,-3.550e+01,3.63,0.97,-4.100e-01,31.90,1,1,q1_q17_dr25_tce,6108.00,168.00,-210.00,4.471,0.058,-0.173,0.9970,0.2660,-0.1140,1.0720,294.241300,47.275982,15.517
2246,10214162,K01724.01,Kepler-941 b,CANDIDATE,17.423935820,9.2800000e-05,-9.2800000e-05,148.8261400,5.150000e-03,-5.150000e-03,4.92900,0.14400,-0.14400,770.9,2.490e+01,-2.490e+01,3.29,1.04,-4.100e-01,33.20,1,1,q1_q17_dr25_tce,6018.00,189.00,-231.00,4.460,0.070,-0.210,0.9690,0.3060,-0.1220,0.9860,294.326350,47.217609,15.601
2247,10905746,K01725.01,Kepler-1651 b,CANDIDATE,9.878646100,1.7420000e-05,-1.7420000e-05,138.4115900,1.980000e-03,-1.980000e-03,1.89150,0.04200,-0.04200,1472.7,3.530e+01,-3.530e+01,1.60,0.18,-2.100e-01,49.20,1,1,q1_q17_dr25_tce,3609.00,72.00,-81.00,4.843,0.050,-0.055,0.4220,0.0460,-0.0560,0.4520,283.628850,48.391003,13.496
2248,8242434,K01726.01,Kepler-942 b,CANDIDATE,44.964074580,7.4890000e-05,-7.4890000e-05,144.5600200,1.360000e-03,-1.360000e-03,4.98100,0.05420,-0.05420,811.6,1.040e+01,-1.040e+01,2.00,0.14,-7.000e-02,88.00,1,1,q1_q17_dr25_tce,4827.00,96.00,-96.00,4.615,0.012,-0.054,0.7290,0.0510,-0.0260,0.8170,294.955110,44.149818,13.054
2249,6185331,K01727.01,Kepler-943 b,CANDIDATE,49.770090700,1.0680000e-04,-1.0680000e-04,159.9865800,1.800000e-03,-1.800000e-03,10.06500,0.18400,-0.18400,3529.2,3.780e+01,-3.780e+01,5.12,1.24,-4.100e-01,109.80,1,1,q1_q17_dr25_tce,5774.00,155.00,-172.00,4.567,0.040,-0.160,0.8180,0.1990,-0.0660,0.9070,284.273960,41.535019,15.640
2255,6869184,K01732.01,Kepler-944 b,CANDIDATE,43.316742700,2.3560000e-04,-2.3560000e-04,136.5743500,4.070000e-03,-4.070000e-03,4.99500,0.13700,-0.13700,987.5,4.180e+01,-4.180e+01,2.42,0.53,-1.900e-01,27.10,1,1,q1_q17_dr25_tce,5654.00,169.00,-169.00,4.590,0.036,-0.144,0.7740,0.1690,-0.0610,0.8650,293.601260,42.379761,15.737
2259,6604328,K01736.01,Kepler-945 b,CANDIDATE,31.003307200,1.8950000e-04,-1.8950000e-04,143.2908500,4.080000e-03,-4.080000e-03,5.25300,0.14200,-0.14200,645.2,3.350e+01,-3.350e+01,2.72,0.72,-3.100e-01,22.10,1,1,q1_q17_dr25_tce,6090.00,193.00,-236.00,4.447,0.058,-0.173,1.0710,0.2860,-0.1220,1.1730,291.269740,42.096039,15.898
2266,8197343,K01746.01,Kepler-946 b,CANDIDATE,11.791612340,5.3550000e-05,-5.3550000e-05,134.5406400,3.860000e-03,-3.860000e-03,3.03600,0.11000,-0.11000,415.4,2.260e+01,-2.260e+01,2.41,0.38,-4.200e-01,20.70,1,1,q1_q17_dr25_tce,5619.00,75.00,-75.00,4.264,0.162,-0.108,1.1990,0.1880,-0.2070,0.9620,300.929600,44.028790,14.941
2269,6786348,K01749.01,Kepler-947 b,CANDIDATE,26.964501000,1.5400000e-04,-1.5400000e-04,145.3442600,4.950000e-03,-4.950000e-03,3.79200,0.13100,-0.13100,601.7,3.470e+01,-3.470e+01,2.20,0.52,-2.200e-01,20.10,1,1,q1_q17_dr25_tce,5754.00,161.00,-182.00,4.534,0.042,-0.168,0.9050,0.2140,-0.0920,1.0210,294.366730,42.252682,15.789
2270,6209677,K01750.01,Kepler-948 b,CANDIDATE,7.768456390,4.1110000e-05,-4.1110000e-05,138.0660200,4.030000e-03,-4.030000e-03,3.68900,0.12800,-0.12800,217.8,1.020e+01,-1.020e+01,1.35,0.15,-1.000e-01,23.60,2,1,q1_q17_dr25_tce,5447.00,81.00,-81.00,4.481,0.053,-0.098,0.9170,0.1020,-0.0630,0.9280,293.300230,41.523338,14.800
2272,9729691,K01751.01,Kepler-949 b,CANDIDATE,8.689301216,9.8010000e-06,-9.8010000e-06,133.6612840,8.670000e-04,-8.670000e-04,2.56300,0.03130,-0.03130,1117.0,1.740e+01,-1.740e+01,2.92,0.60,-4.200e-01,70.90,2,1,q1_q17_dr25_tce,5211.00,181.00,-163.00,4.447,0.120,-0.180,0.8950,0.1860,-0.1290,0.8170,298.607880,46.453678,14.548
2281,3967760,K01760.01,Kepler-317 b,CANDIDATE,5.524186250,2.3650000e-05,-2.3650000e-05,135.6230600,3.340000e-03,-3.340000e-03,2.82600,0.11100,-0.11100,491.0,2.610e+01,-2.610e+01,2.25,0.27,-2.900e-01,20.70,2,1,q1_q17_dr25_tce,5334.00,79.00,-79.00,4.372,0.132,-0.099,1.0040,0.1180,-0.1310,0.8650,294.943880,39.032059,15.377
2282,3967760,K01760.02,Kepler-317 c,CANDIDATE,8.775147820,6.1310000e-05,-6.1310000e-05,133.7031900,5.700000e-03,-5.700000e-03,3.17600,0.18800,-0.18800,351.9,3.050e+01,-3.050e+01,1.91,0.23,-2.500e-01,12.70,2,2,q1_q17_dr25_tce,5334.00,79.00,-79.00,4.372,0.132,-0.099,1.0040,0.1180,-0.1310,0.8650,294.943880,39.032059,15.377
2301,9909735,K01779.01,Kepler-318 b,CANDIDATE,4.662719020,1.4860000e-05,-1.4860000e-05,134.0829600,2.490000e-03,-2.490000e-03,2.75700,0.09170,-0.09170,1630.6,6.640e+01,-6.640e+01,3.86,0.64,-1.600e-01,28.20,2,1,q1_q17_dr25_tce,5729.00,103.00,-126.00,4.514,0.022,-0.127,0.9390,0.1560,-0.0390,1.0510,298.482820,46.793621,13.297
2302,9909735,K01779.02,Kepler-318 c,CANDIDATE,11.815017400,1.0740000e-04,-1.0740000e-04,133.0892900,6.980000e-03,-6.980000e-03,2.83400,0.22700,-0.22700,1003.0,1.070e+02,-1.070e+02,3.48,0.58,-1.400e-01,10.50,2,2,q1_q17_dr25_tce,5729.00,103.00,-126.00,4.514,0.022,-0.127,0.9390,0.1560,-0.0390,1.0510,298.482820,46.793621,13.297
2304,11551692,K01781.01,Kepler-411 c,CANDIDATE,7.834433676,2.9590000e-06,-2.9590000e-06,135.2221430,2.960000e-04,-2.960000e-04,2.89000,0.03630,-0.03630,2018.1,8.600e+00,-8.600e+00,3.47,0.29,-1.000e-01,246.60,3,1,q1_q17_dr25_tce,4920.00,98.00,-98.00,4.620,0.010,-0.059,0.7200,0.0590,-0.0220,0.8220,287.605590,49.523258,12.231
2305,11551692,K01781.02,Kepler-411 b,CANDIDATE,3.005156911,1.9220000e-06,-1.9220000e-06,137.1033620,5.150000e-04,-5.150000e-04,2.07470,0.02670,-0.02670,691.6,6.700e+00,-6.700e+00,2.20,0.18,-7.000e-02,115.10,3,2,q1_q17_dr25_tce,4920.00,98.00,-98.00,4.620,0.010,-0.059,0.7200,0.0590,-0.0220,0.8220,287.605590,49.523258,12.231
2313,5864975,K01787.01,Kepler-950 b,CANDIDATE,98.717933200,1.4610000e-04,-1.4610000e-04,131.5869400,1.290000e-03,-1.290000e-03,6.59300,0.10900,-0.10900,7320.0,7.050e+01,-7.050e+01,6.99,1.48,-5.200e-01,124.40,1,1,q1_q17_dr25_tce,5808.00,157.00,-157.00,4.583,0.036,-0.144,0.7860,0.1660,-0.0590,0.8710,287.956570,41.130329,15.700
2314,2975770,K01788.01,Kepler-951 b,CANDIDATE,71.525439380,9.4700000e-05,-9.4700000e-05,191.6914700,1.040000e-03,-1.040000e-03,5.91890,0.05640,-0.05640,5904.3,5.950e+01,-5.950e+01,5.76,0.22,-3.500e-01,111.30,2,1,q1_q17_dr25_tce,4855.00,77.00,-87.00,4.542,0.056,-0.020,0.7780,0.0290,-0.0470,0.7690,287.737550,38.114559,14.521
2317,6504954,K01790.01,Kepler-952 b,CANDIDATE,130.354392900,2.1390000e-04,-2.1390000e-04,144.0602200,1.220000e-03,-1.220000e-03,6.47400,0.14300,-0.14300,5128.7,5.970e+01,-5.970e+01,7.70,2.53,-8.400e-01,103.70,1,1,q1_q17_dr25_tce,5970.00,163.00,-199.00,4.463,0.056,-0.224,1.0150,0.3340,-0.1110,1.0890,285.371950,41.993912,15.254
2319,8552719,K01792.01,Kepler-953 b,CANDIDATE,88.406787180,8.0350000e-05,-8.0350000e-05,176.2746190,7.090000e-04,-7.090000e-04,12.30790,0.07820,-0.07820,1724.4,5.500e+00,-5.500e+00,4.55,0.73,-4.500e-01,328.00,3,1,q1_q17_dr25_tce,5611.00,100.00,-112.00,4.388,0.080,-0.120,1.0730,0.1730,-0.1060,1.0260,288.971650,44.624531,12.160
2321,8552719,K01792.03,Kepler-953 c,CANDIDATE,9.109693340,2.7000000e-05,-2.7000000e-05,133.0656600,2.490000e-03,-2.490000e-03,5.31810,0.06770,-0.06770,126.4,2.700e+00,-2.700e+00,1.32,0.21,-1.300e-01,47.80,3,2,q1_q17_dr25_tce,5611.00,100.00,-112.00,4.388,0.080,-0.120,1.0730,0.1730,-0.1060,1.0260,288.971650,44.624531,12.160
2326,10676014,K01797.01,Kepler-954 b,CANDIDATE,16.781757880,1.6390000e-05,-1.6390000e-05,139.7935600,7.430000e-04,-7.430000e-04,3.73860,0.03530,-0.03530,908.0,8.600e+00,-8.600e+00,2.25,0.14,-1.000e-01,118.80,1,1,q1_q17_dr25_tce,4925.00,98.00,-98.00,4.588,0.024,-0.042,0.7420,0.0450,-0.0330,0.7780,295.859380,47.939510,12.971
2329,11017901,K01800.01,Kepler-447 b,CANDIDATE,7.794302043,1.9630000e-06,-1.9630000e-06,137.2603850,2.000000e-04,-2.000000e-04,1.10810,0.01480,-0.01480,3387.4,2.830e+01,-2.830e+01,16.51,2.16,-1.760e+00,159.20,1,1,q1_q17_dr25_tce,5494.00,82.00,-73.00,4.405,0.110,-0.090,0.9820,0.1280,-0.1050,0.8930,285.268590,48.560009,12.394
2330,5088591,K01801.01,Kepler-955 b,CANDIDATE,14.532448300,9.6270000e-05,-9.6270000e-05,140.7240700,5.520000e-03,-5.520000e-03,3.13000,0.17100,-0.17100,1355.9,9.520e+01,-9.520e+01,3.11,0.50,-3.700e-01,16.50,1,1,q1_q17_dr25_tce,5345.00,159.00,-143.00,4.473,0.104,-0.127,0.8600,0.1380,-0.1010,0.8020,288.471440,40.269791,14.625
2331,11298298,K01802.01,Kepler-956 b,CANDIDATE,5.248667607,6.0640000e-06,-6.0640000e-06,135.5167080,9.620000e-04,-9.620000e-04,1.91700,0.02970,-0.02970,601.2,1.190e+01,-1.190e+01,2.84,0.43,-2.000e-01,59.50,1,1,q1_q17_dr25_tce,5807.00,78.00,-78.00,4.437,0.051,-0.119,1.0120,0.1540,-0.0710,1.0210,292.530820,49.061710,13.345
2335,11187436,K01804.01,Kepler-957 b,CANDIDATE,5.907414760,3.9390000e-05,-3.9390000e-05,133.9351100,5.480000e-03,-5.480000e-03,1.01600,0.28100,-0.28100,5569.0,1.136e+03,-1.136e+03,5.10,0.45,-5.100e-01,7.20,1,1,q1_q17_dr25_tce,4963.00,149.00,-149.00,4.585,0.066,-0.039,0.6900,0.0620,-0.0680,0.6670,290.156340,48.818989,15.625
2336,4644952,K01805.01,Kepler-319 c,CANDIDATE,6.941358240,1.0900000e-05,-1.0900000e-05,137.5437000,1.300000e-03,-1.300000e-03,1.88990,0.03630,-0.03630,825.0,2.200e+01,-2.200e+01,2.96,0.33,-2.300e-01,43.10,3,1,q1_q17_dr25_tce,5527.00,110.00,-110.00,4.491,0.060,-0.090,0.8800,0.1000,-0.0670,0.8750,288.811950,39.770660,13.828
2337,4644952,K01805.02,Kepler-319 d,CANDIDATE,31.782111700,1.7690000e-04,-1.7690000e-04,134.8645000,4.780000e-03,-4.780000e-03,3.85600,0.13000,-0.13000,570.2,2.840e+01,-2.840e+01,2.08,0.23,-1.600e-01,21.60,3,3,q1_q17_dr25_tce,5527.00,110.00,-110.00,4.491,0.060,-0.090,0.8800,0.1000,-0.0670,0.8750,288.811950,39.770660,13.828
2338,4644952,K01805.03,Kepler-319 b,CANDIDATE,4.362732330,1.2980000e-05,-1.2980000e-05,135.2334200,2.470000e-03,-2.470000e-03,2.23750,0.07670,-0.07670,341.6,1.500e+01,-1.500e+01,1.76,0.20,-1.400e-01,25.60,3,2,q1_q17_dr25_tce,5527.00,110.00,-110.00,4.491,0.060,-0.090,0.8800,0.1000,-0.0670,0.8750,288.811950,39.770660,13.828
2340,9529744,K01806.02,Kepler-320 c,CANDIDATE,17.934660600,1.4630000e-04,-1.4630000e-04,138.2167900,5.830000e-03,-5.830000e-03,6.25000,0.16700,-0.16700,142.7,7.400e+00,-7.400e+00,2.80,0.65,-7.900e-01,18.80,3,2,q1_q17_dr25_tce,6426.00,175.00,-175.00,4.013,0.259,-0.130,1.7750,0.4110,-0.5030,1.1820,293.213560,46.175129,13.474
2341,9529744,K01806.03,Kepler-320 b,CANDIDATE,8.371595540,7.4930000e-05,-7.4930000e-05,137.6807500,8.640000e-03,-8.640000e-03,5.25200,0.22500,-0.22500,98.0,6.200e+00,-6.200e+00,2.39,0.55,-6.800e-01,16.60,3,3,q1_q17_dr25_tce,6426.00,175.00,-175.00,4.013,0.259,-0.130,1.7750,0.4110,-0.5030,1.1820,293.213560,46.175129,13.474
2344,8240797,K01809.01,Kepler-321 c,CANDIDATE,13.093909110,1.6100000e-05,-1.6100000e-05,144.5250000,1.020000e-03,-1.020000e-03,2.28050,0.02670,-0.02670,398.7,7.000e+00,-7.000e+00,2.20,0.34,-1.200e-01,62.20,2,1,q1_q17_dr25_tce,5772.00,104.00,-127.00,4.487,0.030,-0.120,0.9560,0.1470,-0.0530,1.0220,294.453860,44.145973,12.706
2345,8240797,K01809.02,Kepler-321 b,CANDIDATE,4.915385452,7.4850000e-06,-7.4850000e-06,132.6944800,1.240000e-03,-1.240000e-03,2.77570,0.03720,-0.03720,225.5,4.000e+00,-4.000e+00,1.46,0.23,-8.000e-02,65.60,2,2,q1_q17_dr25_tce,5772.00,104.00,-127.00,4.487,0.030,-0.120,0.9560,0.1470,-0.0530,1.0220,294.453860,44.145973,12.706
2349,9455325,K01813.01,Kepler-958 b,CANDIDATE,9.767859110,1.3830000e-05,-1.3830000e-05,139.4396800,1.180000e-03,-1.180000e-03,2.16490,0.06120,-0.06120,585.4,1.270e+01,-1.270e+01,2.54,0.23,-1.500e-01,54.10,1,1,q1_q17_dr25_tce,5371.00,107.00,-107.00,4.513,0.054,-0.072,0.8520,0.0770,-0.0520,0.8640,287.256680,46.066769,13.766
