# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 13 03:43:33 2018
#
# CONSTRAINT:  where (koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
# CONSTRAINT:  order by kepoi_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
2528,2832589,K01942.02,,CANDIDATE,CANDIDATE,2.433703498,8.9720000e-06,-8.9720000e-06,133.8375900,2.790000e-03,-2.790000e-03,0.952,0.010,-0.647,0.97500,0.14100,-0.14100,258.3,3.580e+01,-3.580e+01,1.66,0.24,-1.200e-01,10.20,2,534,5251.00,158.00,-158.00,0.7780,0.1120,-0.0600,0.8690,0.0600,-0.0950,286.006740,38.009541,15.409
2529,7810483,K01943.01,,CANDIDATE,CANDIDATE,29.922081040,6.9000000e-05,-6.9000000e-05,146.0080700,1.810000e-03,-1.810000e-03,0.380,0.077,-0.380,2.77160,0.05710,-0.05710,345.3,1.070e+01,-1.070e+01,3.09,0.67,-8.900e-01,37.60,1,44,6127.00,186.00,-186.00,1.6370,0.3540,-0.4730,1.1090,0.1890,-0.1550,287.236760,43.567211,13.377
2530,2438513,K01944.01,,CANDIDATE,CANDIDATE,12.184200060,4.1270000e-05,-4.1270000e-05,139.0564400,2.820000e-03,-2.820000e-03,0.746,0.035,-0.533,2.50140,0.08630,-0.08630,499.3,2.250e+01,-2.250e+01,2.59,0.39,-2.900e-01,23.30,2,113,5771.00,104.00,-115.00,1.0680,0.1610,-0.1200,0.9840,0.0720,-0.0650,290.328670,37.723110,13.982
2532,11656918,K01945.01,Kepler-1023 b,CONFIRMED,CANDIDATE,62.138597900,2.0870000e-04,-2.0870000e-04,161.1483400,2.900000e-03,-2.900000e-03,0.699,0.198,-0.470,4.29380,0.09070,-0.09070,886.3,2.610e+01,-2.610e+01,5.14,0.83,-2.470e+00,36.10,1,23,5123.00,81.00,-81.00,1.6210,0.2600,-0.7790,0.9410,0.0720,-0.1090,289.029750,49.769711,14.520
2533,10844890,K01946.01,,CANDIDATE,CANDIDATE,8.294828110,2.1790000e-05,-2.1790000e-05,133.5020100,2.400000e-03,-2.400000e-03,0.932,0.042,-0.684,2.74370,0.07780,-0.07780,559.5,1.630e+01,-1.630e+01,2.76,0.79,-3.400e-01,38.10,1,137,5773.00,173.00,-208.00,0.9390,0.2680,-0.1150,0.9670,0.1250,-0.1020,283.344270,48.223911,14.469
2534,12253474,K01947.01,,CANDIDATE,CANDIDATE,6.422943288,9.3300000e-06,-9.3300000e-06,135.5530200,1.200000e-03,-1.200000e-03,0.198,0.231,-0.198,1.08150,0.04200,-0.04200,261.4,1.020e+01,-1.020e+01,1.66,0.56,-1.900e-01,30.60,1,205,6102.00,165.00,-183.00,1.0160,0.3450,-0.1150,1.0490,0.1500,-0.1370,288.634830,50.912231,12.335
2537,3118797,K01950.01,Kepler-1024 b,CONFIRMED,CANDIDATE,66.415978900,3.6260000e-04,-3.6260000e-04,188.1398800,4.760000e-03,-4.760000e-03,0.371,0.039,-0.371,7.06100,0.13300,-0.13300,2053.2,6.730e+01,-6.730e+01,3.44,0.65,-2.800e-01,33.60,1,17,5383.00,204.00,-185.00,0.7590,0.1430,-0.0610,0.8510,0.0780,-0.0960,291.950990,38.251701,15.983
2538,8081187,K01951.01,Kepler-1025 b,CONFIRMED,CANDIDATE,37.322872200,1.4180000e-04,-1.4180000e-04,152.8353200,3.260000e-03,-3.260000e-03,0.608,0.016,-0.510,7.21460,0.09550,-0.09550,307.5,8.100e+00,-8.100e+00,35.34,2.24,-8.940e+00,42.60,1,39,4907.00,28.00,-108.00,19.5300,1.2360,-4.9430,3.5730,0.0300,-0.5440,284.510190,43.961658,13.573
2539,7747425,K01952.01,Kepler-341 c,CONFIRMED,CANDIDATE,8.010392900,2.7950000e-05,-2.7950000e-05,135.3182300,3.000000e-03,-3.000000e-03,0.045,0.396,-0.045,4.27130,0.08160,-0.08160,294.1,9.100e+00,-9.100e+00,1.88,0.27,-2.700e-01,34.60,4,166,5616.00,76.00,-76.00,1.1110,0.1600,-0.1600,0.9570,0.0680,-0.0500,289.861570,43.472771,14.601
2540,7747425,K01952.02,Kepler-341 d,CONFIRMED,CANDIDATE,27.666637500,2.0490000e-04,-2.0490000e-04,143.8634300,6.350000e-03,-6.350000e-03,0.519,0.437,-0.323,6.31500,0.16700,-0.16700,324.0,1.370e+01,-1.370e+01,2.04,0.30,-2.900e-01,24.40,4,46,5616.00,76.00,-76.00,1.1110,0.1600,-0.1600,0.9570,0.0680,-0.0500,289.861570,43.472771,14.601
2541,7747425,K01952.03,Kepler-341 b,CONFIRMED,CANDIDATE,5.195593980,5.2840000e-05,-5.2840000e-05,132.7217800,6.940000e-03,-6.940000e-03,0.054,0.409,-0.054,3.74800,0.18800,-0.18800,116.0,8.100e+00,-8.100e+00,1.18,0.17,-1.700e-01,16.00,4,240,5616.00,76.00,-76.00,1.1110,0.1600,-0.1600,0.9570,0.0680,-0.0500,289.861570,43.472771,14.601
2542,7747425,K01952.04,Kepler-341 e,CONFIRMED,CANDIDATE,42.472907800,3.6900000e-04,-3.6900000e-04,146.2871200,7.600000e-03,-7.600000e-03,0.361,0.110,-0.361,7.25300,0.21400,-0.21400,334.0,1.550e+01,-1.550e+01,2.03,0.29,-2.900e-01,22.80,4,30,5616.00,76.00,-76.00,1.1110,0.1600,-0.1600,0.9570,0.0680,-0.0500,289.861570,43.472771,14.601
2545,9892816,K01955.01,Kepler-342 b,CONFIRMED,CANDIDATE,15.170269210,4.0770000e-05,-4.0770000e-05,132.6655000,2.080000e-03,-2.080000e-03,0.917,0.023,-0.652,4.33110,0.05670,-0.05670,224.8,5.200e+00,-5.200e+00,2.47,0.41,-3.400e-01,45.40,4,90,6297.00,113.00,-126.00,1.3690,0.2280,-0.1870,1.2470,0.0910,-0.1110,292.678070,46.726711,13.147
2546,9892816,K01955.02,Kepler-342 d,CONFIRMED,CANDIDATE,39.457622800,2.7440000e-04,-2.7440000e-04,136.4739800,5.360000e-03,-5.360000e-03,0.967,0.007,-0.014,9.55700,0.38700,-0.38700,244.8,6.900e+00,-6.900e+00,2.80,0.46,-3.800e-01,41.60,4,33,6297.00,113.00,-126.00,1.3690,0.2280,-0.1870,1.2470,0.0910,-0.1110,292.678070,46.726711,13.147
2547,9892816,K01955.03,Kepler-342 e,CONFIRMED,CANDIDATE,1.644221032,5.9490000e-06,-5.9490000e-06,131.7524100,2.900000e-03,-2.900000e-03,0.942,0.014,-0.648,2.91220,0.07780,-0.07780,47.8,2.200e+00,-2.200e+00,1.18,0.19,-1.600e-01,24.10,4,752,6297.00,113.00,-126.00,1.3690,0.2280,-0.1870,1.2470,0.0910,-0.1110,292.678070,46.726711,13.147
2548,9892816,K01955.04,Kepler-342 c,CONFIRMED,CANDIDATE,26.234744700,1.2300000e-04,-1.2300000e-04,141.9937900,4.030000e-03,-4.030000e-03,0.985,0.032,-0.693,3.53600,0.25400,-0.25400,196.5,7.800e+00,-7.800e+00,2.76,0.45,-3.800e-01,22.00,4,39,6297.00,113.00,-126.00,1.3690,0.2280,-0.1870,1.2470,0.0910,-0.1110,292.678070,46.726711,13.147
2550,10028352,K01957.01,,CANDIDATE,CANDIDATE,1.386802290,8.7600000e-07,-8.7600000e-07,132.5320380,5.020000e-04,-5.020000e-04,1.115,1.278,-0.089,1.70650,0.02950,-0.02950,242.3,3.500e+00,-3.500e+00,29.33,7.00,-5.250e+00,84.40,2,766,6823.00,61.00,-91.00,2.0370,0.4860,-0.3650,1.6600,0.1550,-0.1550,297.792240,46.935829,12.655
2552,9836149,K01958.01,Kepler-66 b,CONFIRMED,CANDIDATE,17.815968900,9.0200000e-05,-9.0200000e-05,134.4832000,4.090000e-03,-4.090000e-03,0.911,0.016,-0.648,3.67650,0.09720,-0.09720,776.8,3.940e+01,-3.940e+01,3.12,0.46,-2.100e-01,22.50,1,75,5964.00,107.00,-131.00,0.9330,0.1360,-0.0630,0.9680,0.0550,-0.0760,293.981570,46.687752,15.200
2553,4813563,K01959.01,Kepler-1026 b,CONFIRMED,CANDIDATE,36.515763900,1.0730000e-04,-1.0730000e-04,151.2898900,2.400000e-03,-2.400000e-03,0.787,0.005,-0.562,3.65770,0.08900,-0.08900,861.3,2.760e+01,-2.760e+01,2.55,0.10,-1.400e-01,34.70,1,31,4847.00,77.00,-77.00,0.7810,0.0300,-0.0450,0.7720,0.0500,-0.0290,283.605260,39.997978,14.254
2554,6949061,K01960.01,Kepler-343 b,CONFIRMED,CANDIDATE,8.968470340,3.0920000e-05,-3.0920000e-05,139.3947300,2.530000e-03,-2.530000e-03,0.558,0.057,-0.450,4.40730,0.08200,-0.08200,234.3,6.800e+00,-6.800e+00,2.17,0.35,-3.900e-01,38.20,2,145,5808.00,105.00,-117.00,1.3740,0.2210,-0.2460,1.0540,0.1000,-0.0800,291.960690,42.433010,14.128
2555,6949061,K01960.02,Kepler-343 c,CONFIRMED,CANDIDATE,23.221811500,1.0720000e-04,-1.0720000e-04,151.0690400,3.960000e-03,-3.960000e-03,0.913,0.015,-0.628,2.74400,0.12700,-0.12700,210.4,1.370e+01,-1.370e+01,2.42,0.39,-4.400e-01,16.90,2,55,5808.00,105.00,-117.00,1.3740,0.2210,-0.2460,1.0540,0.1000,-0.0800,291.960690,42.433010,14.128
2556,7269493,K01961.01,Kepler-1027 b,CONFIRMED,CANDIDATE,1.907810683,3.1680000e-06,-3.1680000e-06,131.6378400,1.410000e-03,-1.410000e-03,0.410,0.037,-0.410,1.87070,0.04470,-0.04470,120.5,3.500e+00,-3.500e+00,0.91,0.09,-4.000e-02,40.90,1,703,5435.00,97.00,-119.00,0.8240,0.0860,-0.0330,0.9370,0.0390,-0.0720,287.571170,42.813919,12.852
2557,5513648,K01962.01,,CANDIDATE,CANDIDATE,32.858625710,9.2070000e-05,-9.2070000e-05,133.5120200,2.320000e-03,-2.320000e-03,0.955,0.017,-0.666,3.14830,0.08380,-0.08380,162.8,5.100e+00,-5.100e+00,2.31,0.15,-1.000e-01,36.40,1,31,5899.00,79.00,-79.00,1.4140,0.0860,-0.0650,0.9950,0.0850,-0.0640,284.233980,40.794540,10.770
2558,10917681,K01963.01,,CANDIDATE,CANDIDATE,12.896235540,3.6340000e-05,-3.6340000e-05,136.8269700,2.330000e-03,-2.330000e-03,0.973,0.278,-0.366,2.62500,0.41600,-0.41600,426.6,2.380e+01,-2.380e+01,2.55,0.80,-2.700e-01,32.90,1,107,6072.00,169.00,-190.00,0.9230,0.2900,-0.0970,1.0050,0.1260,-0.1260,290.607450,48.357182,14.107
2559,7887791,K01964.01,,CANDIDATE,CANDIDATE,2.229326354,6.2720000e-06,-6.2720000e-06,133.0942300,2.390000e-03,-2.390000e-03,0.249,0.206,-0.249,1.99460,0.07080,-0.07080,49.1,2.300e+00,-2.300e+00,0.60,0.08,-3.000e-02,24.60,1,603,5587.00,110.00,-110.00,0.8650,0.1090,-0.0500,0.9140,0.0500,-0.0670,290.703700,43.607208,10.687
2560,11657891,K01965.01,Kepler-1028 b,CONFIRMED,CANDIDATE,2.514628496,4.4280000e-06,-4.4280000e-06,132.9090400,1.430000e-03,-1.430000e-03,0.247,0.218,-0.247,1.62390,0.05170,-0.05170,228.4,8.200e+00,-8.200e+00,1.27,0.31,-1.100e-01,33.30,1,526,5662.00,152.00,-152.00,0.8400,0.2070,-0.0690,0.9370,0.0830,-0.1150,289.593080,49.781158,14.325
2562,6205897,K01967.01,Kepler-1029 b,CONFIRMED,CANDIDATE,4.417692516,9.0400000e-06,-9.0400000e-06,133.9613900,1.590000e-03,-1.590000e-03,0.971,0.043,-0.685,2.32300,0.12200,-0.12200,279.2,9.000e+00,-9.000e+00,1.57,0.09,-6.000e-02,35.10,1,302,4766.00,77.00,-77.00,0.6640,0.0370,-0.0270,0.7230,0.0290,-0.0510,292.132970,41.547539,14.310
2563,7948784,K01968.01,,CANDIDATE,CANDIDATE,10.087445560,2.4180000e-05,-2.4180000e-05,135.1358200,2.180000e-03,-2.180000e-03,0.921,0.003,-0.636,2.98840,0.07130,-0.07130,568.1,1.610e+01,-1.610e+01,3.15,0.90,-3.800e-01,39.90,1,130,6310.00,168.00,-205.00,1.0950,0.3130,-0.1340,1.1430,0.1570,-0.1570,287.361270,43.738781,15.079
2564,9244756,K01969.01,,CANDIDATE,CANDIDATE,16.343559020,7.6390000e-05,-7.6390000e-05,145.0411600,3.630000e-03,-3.630000e-03,0.716,0.203,-0.478,5.47400,0.12200,-0.12200,829.4,2.750e+01,-2.750e+01,3.26,0.50,-2.900e-01,34.00,1,84,5730.00,77.00,-86.00,1.0560,0.1610,-0.0940,1.0080,0.0610,-0.0610,300.417510,45.605518,15.017
2565,9650808,K01970.01,Kepler-344 b,CONFIRMED,CANDIDATE,21.964016460,6.9640000e-05,-6.9640000e-05,133.0358600,2.510000e-03,-2.510000e-03,0.483,0.000,-0.446,2.75090,0.07660,-0.07660,693.4,2.830e+01,-2.830e+01,2.57,0.72,-3.100e-01,26.90,2,63,5774.00,156.00,-173.00,0.9580,0.2680,-0.1150,0.9370,0.1250,-0.1020,292.499630,46.324409,15.378
2566,9650808,K01970.02,Kepler-344 c,CONFIRMED,CANDIDATE,125.602323000,1.1140000e-03,-1.1140000e-03,215.4336000,6.290000e-03,-6.290000e-03,0.065,0.400,-0.065,7.10500,0.20600,-0.20600,925.7,4.110e+01,-4.110e+01,2.89,0.81,-3.500e-01,23.30,2,10,5774.00,156.00,-173.00,0.9580,0.2680,-0.1150,0.9370,0.1250,-0.1020,292.499630,46.324409,15.378
2567,9347009,K01971.01,Kepler-1030 b,CONFIRMED,CANDIDATE,19.329456020,9.0410000e-05,-9.0410000e-05,133.2671700,3.560000e-03,-3.560000e-03,0.009,0.457,-0.009,3.79400,0.12200,-0.12200,935.5,4.020e+01,-4.020e+01,2.26,0.27,-1.400e-01,26.80,1,67,5026.00,149.00,-149.00,0.7630,0.0930,-0.0460,0.8750,0.0370,-0.0860,293.681920,45.817558,15.719
2568,11253711,K01972.01,,CANDIDATE,CANDIDATE,17.791086670,4.4130000e-05,-4.4130000e-05,149.2534400,1.970000e-03,-1.970000e-03,0.654,0.037,-0.495,2.66200,0.05930,-0.05930,414.2,1.130e+01,-1.130e+01,2.88,0.47,-6.400e-01,39.80,2,75,5855.00,79.00,-70.00,1.3400,0.2210,-0.2940,0.9200,0.0690,-0.0620,296.089750,48.955372,13.800
2569,11253711,K01972.02,Kepler-1031 b,CONFIRMED,CANDIDATE,1.226223959,4.4340000e-06,-4.4340000e-06,132.6827000,3.030000e-03,-3.030000e-03,0.005,0.446,-0.005,2.16890,0.08740,-0.08740,56.1,3.600e+00,-3.600e+00,1.00,0.17,-2.200e-01,18.90,2,1072,5855.00,79.00,-70.00,1.3400,0.2210,-0.2940,0.9200,0.0690,-0.0620,296.089750,48.955372,13.800
2570,4917596,K01973.01,Kepler-1032 b,CONFIRMED,CANDIDATE,3.290114076,6.2330000e-06,-6.2330000e-06,133.1570900,1.680000e-03,-1.680000e-03,0.203,0.248,-0.203,1.51510,0.05360,-0.05360,645.3,2.570e+01,-2.570e+01,1.49,0.12,-1.300e-01,30.30,1,408,4484.00,134.00,-134.00,0.5940,0.0460,-0.0510,0.5800,0.0630,-0.0390,289.930850,40.097752,15.753
2571,7289577,K01974.01,,CANDIDATE,CANDIDATE,109.445059700,4.3400000e-04,-4.3400000e-04,197.9832000,2.850000e-03,-2.850000e-03,0.149,0.301,-0.149,3.79200,0.10800,-0.10800,1269.6,4.850e+01,-4.850e+01,3.04,0.28,-2.000e-01,30.10,1,11,5403.00,107.00,-107.00,0.8680,0.0800,-0.0580,0.8680,0.0540,-0.0480,294.083920,42.809589,14.937
2572,8543100,K01975.01,Kepler-1033 b,CONFIRMED,CANDIDATE,7.560522090,2.6360000e-05,-2.6360000e-05,134.4788900,2.700000e-03,-2.700000e-03,0.022,0.394,-0.022,3.85730,0.07930,-0.07930,659.8,2.220e+01,-2.220e+01,2.40,0.73,-2.400e-01,34.60,1,170,5895.00,158.00,-211.00,0.9400,0.2820,-0.0940,1.0260,0.1150,-0.1400,283.845150,44.609089,15.986
2573,2693736,K01976.01,Kepler-1034 b,CONFIRMED,CANDIDATE,12.124017370,3.1970000e-05,-3.1970000e-05,134.9550000,2.370000e-03,-2.370000e-03,0.029,0.426,-0.029,3.30910,0.06790,-0.06790,788.4,2.290e+01,-2.290e+01,2.37,0.11,-2.000e-01,40.10,1,114,5094.00,83.00,-76.00,0.8700,0.0420,-0.0720,0.8130,0.0570,-0.0280,286.115360,37.966999,15.090
2574,9412760,K01977.01,Kepler-345 c,CONFIRMED,CANDIDATE,9.387406460,2.4540000e-05,-2.4540000e-05,137.3838300,2.100000e-03,-2.100000e-03,0.946,0.015,-0.691,1.61650,0.06220,-0.06220,384.6,2.000e+01,-2.000e+01,1.69,0.12,-5.000e-02,22.30,2,138,4500.00,90.00,-90.00,0.6460,0.0460,-0.0200,0.7100,0.0290,-0.0430,295.228790,45.971020,14.028
2575,9412760,K01977.02,Kepler-345 b,CONFIRMED,CANDIDATE,7.415564710,5.3570000e-05,-5.3570000e-05,137.8151200,6.130000e-03,-6.130000e-03,0.434,0.020,-0.434,1.97300,0.19400,-0.19400,150.4,1.560e+01,-1.560e+01,0.79,0.05,-3.000e-02,11.80,2,175,4500.00,90.00,-90.00,0.6460,0.0460,-0.0200,0.7100,0.0290,-0.0430,295.228790,45.971020,14.028
2576,9518318,K01978.01,Kepler-346 b,CONFIRMED,CANDIDATE,6.511123850,1.0510000e-05,-1.0510000e-05,131.7064600,1.390000e-03,-1.390000e-03,0.882,0.019,-0.663,1.69190,0.03950,-0.03950,695.1,2.130e+01,-2.130e+01,3.09,1.03,-3.400e-01,38.40,2,209,6032.00,190.00,-232.00,1.0010,0.3330,-0.1110,1.0650,0.1450,-0.1450,288.011900,46.117611,15.214
2577,9518318,K01978.02,Kepler-346 c,CONFIRMED,CANDIDATE,23.851633210,6.8210000e-05,-6.8210000e-05,147.6145600,2.470000e-03,-2.470000e-03,0.880,0.039,-0.597,2.44530,0.06770,-0.06770,833.7,3.160e+01,-3.160e+01,3.37,1.12,-3.700e-01,28.60,2,54,6032.00,190.00,-232.00,1.0010,0.3330,-0.1110,1.0650,0.1450,-0.1450,288.011900,46.117611,15.214
2578,7273277,K01979.01,Kepler-1035 b,CONFIRMED,CANDIDATE,2.714078374,3.8650000e-06,-3.8650000e-06,133.7117900,1.160000e-03,-1.160000e-03,0.868,0.004,-0.601,1.31150,0.04080,-0.04080,143.5,4.700e+00,-4.700e+00,1.38,0.22,-9.000e-02,36.80,1,493,5815.00,69.00,-87.00,0.9920,0.1520,-0.0650,1.0380,0.0560,-0.0690,289.042210,42.882488,12.987
2579,11769890,K01980.01,Kepler-1036 b,CONFIRMED,CANDIDATE,122.879954300,6.8070000e-04,-6.8070000e-04,165.4635600,4.380000e-03,-4.380000e-03,0.872,0.039,-0.615,7.83500,0.15600,-0.15600,717.7,1.970e+01,-1.970e+01,2.70,0.28,-1.600e-01,41.90,1,11,5413.00,107.00,-107.00,0.8610,0.0880,-0.0510,0.8750,0.0540,-0.0490,295.181640,49.945782,13.800
2580,10153855,K01981.01,Kepler-1037 b,CONFIRMED,CANDIDATE,1.063788610,2.2630000e-06,-2.2630000e-06,131.5246500,1.690000e-03,-1.690000e-03,0.466,0.005,-0.459,1.07200,0.06600,-0.06600,251.5,1.550e+01,-1.550e+01,1.61,0.41,-2.500e-01,21.50,1,1004,5265.00,158.00,-158.00,1.0020,0.2510,-0.1540,0.9190,0.0640,-0.0640,296.341030,47.170860,14.229
2581,6862721,K01982.01,,CANDIDATE,CANDIDATE,4.887531110,2.1740000e-05,-2.1740000e-05,132.7078300,3.680000e-03,-3.680000e-03,0.147,0.310,-0.147,2.03400,0.11700,-0.11700,679.6,4.680e+01,-4.680e+01,2.45,0.61,-2.000e-01,17.40,1,272,5568.00,166.00,-183.00,0.9570,0.2370,-0.0790,1.0530,0.0840,-0.1150,291.711460,42.341499,15.768
2583,10094670,K01984.01,,CANDIDATE,CANDIDATE,22.064020000,8.0640000e-05,-8.0640000e-05,148.9199000,2.840000e-03,-2.840000e-03,0.941,0.031,-0.672,4.10000,0.12800,-0.12800,388.7,1.410e+01,-1.410e+01,2.67,0.91,-2.800e-01,31.50,1,47,6232.00,173.00,-217.00,1.0900,0.3700,-0.1160,1.1740,0.1580,-0.1580,298.493290,47.013039,13.698
2584,8142942,K01985.01,,CANDIDATE,CANDIDATE,5.756245244,5.3870000e-06,-5.3870000e-06,133.9034210,8.160000e-04,-8.160000e-04,0.888,0.037,-0.628,1.07100,0.03210,-0.03210,623.6,1.750e+01,-1.750e+01,2.24,0.14,-9.000e-02,45.50,1,235,4931.00,98.00,-98.00,0.7340,0.0480,-0.0300,0.7940,0.0350,-0.0500,280.926120,44.087929,13.708
2585,8257205,K01986.01,Kepler-1038 b,CONFIRMED,CANDIDATE,148.460181900,7.8020000e-04,-7.8020000e-04,151.3868600,3.450000e-03,-3.450000e-03,0.808,0.113,-0.575,5.49900,0.13900,-0.13900,1532.1,4.750e+01,-4.750e+01,3.61,0.24,-1.700e-01,33.70,2,9,5159.00,82.00,-82.00,0.8210,0.0550,-0.0390,0.8680,0.0350,-0.0490,298.972170,44.132381,14.839
2586,8257205,K01986.02,,CANDIDATE,CANDIDATE,7.127664170,3.9860000e-05,-3.9860000e-05,136.0058600,4.900000e-03,-4.900000e-03,0.125,0.331,-0.125,2.49100,0.13800,-0.13800,229.2,1.660e+01,-1.660e+01,1.21,0.08,-6.000e-02,16.00,2,187,5159.00,82.00,-82.00,0.8210,0.0550,-0.0390,0.8680,0.0350,-0.0490,298.972170,44.132381,14.839
2588,9044228,K01988.01,Kepler-1039 b,CONFIRMED,CANDIDATE,0.934885365,9.1000000e-07,-9.1000000e-07,131.5806760,8.200000e-04,-8.200000e-04,0.731,0.159,-0.487,1.40830,0.02770,-0.02770,270.4,5.700e+00,-5.700e+00,3.21,1.91,-1.910e+00,57.80,1,1432,4777.00,143.00,-119.00,1.7950,1.0670,-1.0670,0.9530,0.1870,-0.1680,298.326600,45.315510,14.145
2589,10779233,K01989.01,Kepler-1040 b,CONFIRMED,CANDIDATE,201.118319000,1.4610000e-03,-1.4610000e-03,187.5698600,5.290000e-03,-5.290000e-03,0.001,0.417,-0.001,10.32800,0.16500,-0.16500,584.8,1.920e+01,-1.920e+01,2.28,0.32,-2.000e-01,34.70,1,7,5646.00,101.00,-112.00,0.9540,0.1350,-0.0830,0.9290,0.0660,-0.0530,283.113770,48.131390,13.328
2590,11614617,K01990.01,Kepler-1041 b,CONFIRMED,CANDIDATE,24.757765200,1.2150000e-04,-1.2150000e-04,142.0682600,3.600000e-03,-3.600000e-03,0.896,0.025,-0.619,6.99800,0.13000,-0.13000,458.7,1.380e+01,-1.380e+01,2.44,0.71,-2.400e-01,37.60,1,55,6106.00,163.00,-199.00,0.9660,0.2850,-0.0950,1.0430,0.1410,-0.1280,293.881770,49.683151,14.490
2592,11450414,K01992.01,Kepler-347 b,CONFIRMED,CANDIDATE,12.798317400,6.1080000e-05,-6.1080000e-05,133.6497900,3.820000e-03,-3.820000e-03,0.738,0.158,-0.518,6.40100,0.11600,-0.11600,336.6,9.700e+00,-9.700e+00,2.88,0.41,-6.800e-01,38.20,3,107,5592.00,75.00,-75.00,1.4510,0.2110,-0.3420,1.0000,0.0720,-0.0720,289.199580,49.305721,14.513
2593,11450414,K01992.02,Kepler-347 c,CONFIRMED,CANDIDATE,27.321424200,2.6650000e-04,-2.6650000e-04,154.2983300,8.570000e-03,-8.570000e-03,0.983,0.044,-0.694,4.83600,0.27500,-0.27500,279.6,1.770e+01,-1.770e+01,3.61,0.52,-8.500e-01,14.90,3,46,5592.00,75.00,-75.00,1.4510,0.2110,-0.3420,1.0000,0.0720,-0.0720,289.199580,49.305721,14.513
2597,5942093,K01995.01,,CANDIDATE,CANDIDATE,14.387247290,2.3440000e-05,-2.3440000e-05,131.8513300,1.520000e-03,-1.520000e-03,1.262,69.590,-0.073,1.90780,0.06100,-0.06100,1914.1,5.320e+01,-5.320e+01,29.24,7.14,-3.850e+00,43.50,1,60,5830.00,177.00,-195.00,0.8590,0.2100,-0.1130,0.8110,0.1030,-0.0630,284.874540,41.203651,15.264
2598,4736569,K01996.01,Kepler-1042 b,CONFIRMED,CANDIDATE,10.132005550,3.1750000e-05,-3.1750000e-05,132.9115500,2.790000e-03,-2.790000e-03,0.030,0.399,-0.030,3.16830,0.06890,-0.06890,911.6,2.680e+01,-2.680e+01,1.67,0.11,-1.100e-01,37.60,2,116,4777.00,167.00,-167.00,0.5610,0.0380,-0.0380,0.5610,0.0470,-0.0240,288.668910,39.824009,15.629
